id,url,title,subtitle,image,claps,responses,reading_time,publication,date,category
4976,https://uxdesign.cc/sprout-events-a-ux-ui-case-study-beb423feb7a2,Sprout Events — a UX/UI case study,"A case study on the gig economy, and how my team found a gap in the…",4976.png,200,0,10,UX Collective,2019-03-11,Business & Entrepreneurship
4977,https://uxdesign.cc/painting-the-online-academic-scene-blue-for-the-ateneo-a-case-study-on-ux-ui-design-b4ec9898ca5,Painting the online academic scene blue for the Ateneo — a UX case study,,4977.png,197,0,11,UX Collective,2019-03-11,Technology & Software Development
4978,https://uxdesign.cc/who-are-product-designers-in-the-new-age-9be2c6574a10,"<strong class=""markup--strong markup--h3-strong""><em class=""markup--em markup--h3-em"">Who are Product Designers in the new age?</em></strong>",,4978.png,255,0,6,UX Collective,2019-03-11,Art & Design
4979,https://uxdesign.cc/9-questions-to-help-you-understand-if-you-actually-need-a-ux-researcher-b79de21f47ad,"<strong class=""markup--strong markup--h3-strong"">9 questions to help you understand if you actually need a UX researcher in your team</strong>",,4979.png,473,0,7,UX Collective,2019-03-11,Science & Health
4980,https://uxdesign.cc/to-code-or-not-to-code-every-designers-dilemma-69d2658a9a73,"To code, or not to code — every designer’s dilemma","<em class=""markup--em markup--h4-em"">If you’re not confused, you’re not paying attention</em>",4980.gif,132,1,4,UX Collective,2019-03-11,Art & Design
4982,https://uxdesign.cc/creating-a-paperless-business-environment-d02adc612df0,Creating a paperless business environment — a UX case study,"<strong class=""markup--strong markup--h4-strong"">By </strong>",4982.jpeg,357,0,6,UX Collective,2019-03-11,Business & Entrepreneurship
4983,https://uxdesign.cc/4-simple-principles-every-designer-can-adopt-to-make-a-big-impact-and-grow-their-companys-design-12673efae490,4 principles every designer can adopt to grow their company’s design culture,,4983.jpg,97,0,9,UX Collective,2019-03-11,Business & Entrepreneurship
4984,https://uxdesign.cc/interaction-design-is-a-party-772e132dce4b,Interaction design is a party,"“So, what do you actually do?” he asked with an oblivious face. I’m sure…",4984.jpeg,44,0,3,UX Collective,2019-03-11,Art & Design
4985,https://uxdesign.cc/working-with-outsourced-ux-designers-53b2d256177c,Working with outsourced UX designers,,4985.jpeg,19,0,5,UX Collective,2019-03-11,Art & Design
4986,https://uxdesign.cc/learning-from-previous-projects-9b180886f9fb,Learning from previous project,,4986.jpeg,31,1,5,UX Collective,2019-03-11,Education & Academia
4987,https://medium.com/swlh/critical-soft-skills-for-software-developers-6845545f6dbd,Critical soft skills for software developers,What formal education should have taught me but did not,4987.jpg,2800,14,8,The Startup,2019-03-11,Technology & Software Development
4988,https://medium.com/swlh/lessons-from-the-extraordinary-life-of-nikola-tesla-7c559a48a2c3,Lessons from the extraordinary life of Nikola Tesla,,4988.jpeg,1400,5,8,The Startup,2019-03-11,Lifestyle & Culture
4989,https://medium.com/swlh/how-this-15-year-old-tech-extraordinaire-founded-a-company-potentially-worth-millions-e6813b775f73,"<strong class=""markup--strong markup--h3-strong"">How this 15-year-old tech extraordinaire founded a company potentially worth millions</strong>",,4989.jpeg,453,0,4,The Startup,2019-03-11,Technology & Software Development
4992,https://medium.com/swlh/performance-talent-x-effort%C2%B2-bf2cf75bb550,Performance = Talent x Effort²,My life experience tells me hard work is more important than innate…,4992.jpeg,129,0,9,The Startup,2019-03-11,Lifestyle & Culture
4993,https://medium.com/swlh/the-startup-success-fallacy-ae8c64411bdb,The Startup Success Fallacy,,4993.jpeg,125,0,7,The Startup,2019-03-11,Business & Entrepreneurship
4995,https://medium.com/swlh/inside-the-mind-of-a-social-impact-entrepreneur-7d735e877d2b,"<strong class=""markup--strong markup--h3-strong"">Inside the Mind of a Social-Impact Entrepreneur</strong>",,4995.jpeg,208,0,7,The Startup,2019-03-11,Business & Entrepreneurship
5001,https://medium.com/swlh/how-to-live-a-happier-life-dbaed4aae87,How To Live A Happier Life,8 Things you should immediately stop to live happier every day,5001.jpg,137,2,7,The Startup,2019-03-11,Lifestyle & Culture
5002,https://medium.com/swlh/okywatch-business-case-7ddbdc2a6669,"<strong class=""markup--strong markup--h3-strong"">OkyWatch Business Case: F</strong>",,5002.jpg,52,0,8,The Startup,2019-03-11,Business & Entrepreneurship
5003,https://medium.com/swlh/top-influential-women-in-blockchain-and-crypto-space-15f9a108066b,Top influential women in blockchain and crypto space,Women in Blockchain covers the stories of top…,5003.png,255,0,5,The Startup,2019-03-11,Technology & Software Development
5005,https://medium.com/swlh/asset-marketing-creating-evergreen-acquisition-channels-b11c7e6fbfd8,Asset Marketing: Creating evergreen acquisition channels,,5005.jpeg,120,0,6,The Startup,2019-03-11,Business & Entrepreneurship
5008,https://medium.com/swlh/is-this-the-worst-article-youve-read-on-medium-today-a55dd1c63f4a,"<strong class=""markup--strong markup--h3-strong"">Is this the worst article you’ve read on Medium today?</strong>",,5008.jpeg,63,0,11,The Startup,2019-03-11,Art & Design
5009,https://medium.com/swlh/an-awesome-leadership-trick-3cf9d6144c80,An Awesome Leadership Trick,Getting the best person for any task,5009.jpg,106,2,4,The Startup,2019-03-11,Business & Entrepreneurship
5010,https://medium.com/swlh/how-to-get-better-results-with-the-backwards-law-61e6f8ce2d71,"How to work smarter, not harder..",,5010.jpeg,78,0,3,The Startup,2019-03-11,Art & Design
5013,https://medium.com/swlh/how-to-automatize-dull-parts-of-life-8b2813cb86d6,How to Automatize Dull Parts Of life,Create more time to focus on what truly matters,5013.jpg,64,1,5,The Startup,2019-03-11,Art & Design
5014,https://medium.com/swlh/evolution-of-e-commerce-design-a0e6441df406,"<strong class=""markup--strong markup--h3-strong"">EVOLUTION OF E-COMMERCE DESIGN</strong>",,5014.jpeg,77,0,3,The Startup,2019-03-11,Art & Design
5015,https://medium.com/swlh/the-best-way-to-create-writing-anarchy-3ee5f0d946e5,The Best Way To Create Writing — Anarchy!,,5015.png,424,3,4,The Startup,2019-03-11,Writing & Storytelling
5016,https://medium.com/swlh/how-to-find-where-your-email-subscribers-are-hiding-7c43bd927133,How To Find Where Your Email Subscribers Are Hiding,,5016.jpeg,18,0,4,The Startup,2019-03-11,Technology & Software Development
5017,https://medium.com/swlh/why-do-hustle-and-alignment-need-to-co-exist-while-working-in-a-startup-44afd56014c8,Why do hustle and alignment need to co-exist while working in a startup?,,5017.jpeg,0,0,3,The Startup,2019-03-11,Business & Entrepreneurship
5018,https://writingcooperative.com/top-10-books-to-improve-your-writing-skills-45f8874b2516,Top 10 Books to Improve Your Writing Skills,A collection of recommended books that includes some of my…,5018.jpg,146,1,6,The Writing Cooperative,2019-03-11,Writing & Storytelling
5021,https://writingcooperative.com/how-writing-gave-my-life-meaning-from-words-to-reality-87aa4c2c82be,How Writing Gave My Life Meaning: From Words to Reality,,5021.jpeg,130,2,6,The Writing Cooperative,2019-03-11,Lifestyle & Culture
5023,https://writingcooperative.com/how-to-find-the-right-content-writing-course-7d59a70701fd,How to find the right content writing course,,5023.jpeg,202,0,3,The Writing Cooperative,2019-03-11,Writing & Storytelling
5026,https://writingcooperative.com/over-50-sick-and-reinventing-myself-as-a-freelance-writer-82b81b67abe7,"<strong class=""markup--strong markup--h3-strong"">Over 50, Sick, and Reinventing Myself as a Freelance Writer</strong>",We all have undiscovered creative…,5026.jpg,186,2,5,The Writing Cooperative,2019-03-11,Art & Design
5027,https://writingcooperative.com/why-multitasking-doesnt-work-as-an-effective-writing-method-592c791b5e62,Why Multitasking Doesn’t Work as an Effective Writing Method,"<strong class=""markup--strong markup--h4-strong"">You can’t rush creativity</strong>",5027.jpg,301,3,3,The Writing Cooperative,2019-03-11,Writing & Storytelling
5029,https://writingcooperative.com/whats-your-point-b3086c439a15,What’s your point?,Focus your writing. Or change your focus.,5029.jpg,212,2,3,The Writing Cooperative,2019-03-11,Writing & Storytelling
5030,https://writingcooperative.com/is-my-writing-terrible-b7cafd1b133,Is My Writing Terrible?,Self-doubt and imposter syndrome. Oh my!,5030.jpg,246,6,4,The Writing Cooperative,2019-03-11,Writing & Storytelling
5031,https://writingcooperative.com/are-writers-morally-obliged-to-delete-obsolete-advice-94efc2dfe33,Are Writers Morally Obliged to Delete Obsolete Advice?,How to decide if your outdated techniques are…,5031.jpg,148,5,6,The Writing Cooperative,2019-03-11,Technology & Software Development
5038,https://medium.com/datadriveninvestor/behind-spotify-recommendation-engine-a9b5a27a935,Behind Spotify Recommendation Engine,"Music isn’t like news, where it’s what happened five minutes ago…",5038.jpeg,442,3,5,Data Driven Investor,2019-03-11,Art & Design
5040,https://medium.com/datadriveninvestor/exponentially-weighted-average-for-deep-neural-networks-39873b8230e9,Exponentially Weighted Average for Deep Neural Networks,,5040.png,36,0,3,Data Driven Investor,2019-03-11,Technology & Software Development
5041,https://medium.com/datadriveninvestor/artificial-intelligence-gans-can-create-fake-celebrity-faces-44fe80d419f7,Artificial Intelligence + GANs can create fake celebrity faces,,5041.png,30,1,7,Data Driven Investor,2019-03-11,Technology & Software Development
5043,https://medium.com/datadriveninvestor/blockchain-a-case-for-ethereum-becoming-the-de-facto-standard-for-financing-small-businesses-86ef3cfe06ea,Blockchain: A Case for Ethereum Becoming the De Facto Standard for Financing Small Businesses,,5043.jpeg,226,0,7,Data Driven Investor,2019-03-11,Technology & Software Development
5045,https://medium.com/datadriveninvestor/data-lakes-market-2018-2025-top-key-players-like-microsoft-informatica-teradata-capgemini-b6f6a86e2fc8,"<strong class=""markup--strong markup--h3-strong"">Data Lakes Market 2018–2027 | Top Key Players like Microsoft, Informatica, Teradata, Capgemini, EMC, Oracle</strong>",,5045.jpeg,62,0,3,Data Driven Investor,2019-03-11,Technology & Software Development
5046,https://medium.com/datadriveninvestor/getting-ready-for-ai-a-data-lake-or-a-big-swamp-273b0c6ebb6e,"<strong class=""markup--strong markup--h3-strong"">Getting ready for AI: A data lake or a big swamp?</strong>",,5046.png,1,0,5,Data Driven Investor,2019-03-11,Technology & Software Development
5049,https://medium.com/datadriveninvestor/being-in-a-bad-job-is-like-being-in-a-bad-relationship-a6c857400727,Being in a bad job is like being in a bad relationship,,5049.png,35,0,5,Data Driven Investor,2019-03-11,Lifestyle & Culture
5052,https://medium.com/datadriveninvestor/from-self-driving-cars-to-sef-driving-networks-rise-of-ai-in-telecom-adc9ca7e0cc0,From Self-Driving Cars to Self-Driving Networks: Rise of AI in Telecom,,5052.jpg,21,0,9,Data Driven Investor,2019-03-11,Technology & Software Development
5053,https://medium.com/datadriveninvestor/taming-ai-exercising-judgement-on-when-to-automate-vs-augment-60f70b7a2ff9,Taming AI: Exercising Judgement On When to Automate vs Augment,Admit it…you’ve wondered.,5053.jpeg,3,0,8,Data Driven Investor,2019-03-11,Technology & Software Development
5054,https://medium.com/datadriveninvestor/that-freelance-life-510c83c4d677,That Freelance Life,,5054.jpg,66,0,3,Data Driven Investor,2019-03-11,Lifestyle & Culture
5055,https://medium.com/datadriveninvestor/how-to-start-selling-crafts-from-the-comfort-of-your-home-8eeabb8d0cdd,How to Start Selling Crafts from the Comfort of Your Home,,5055.jpg,61,0,8,Data Driven Investor,2019-03-11,Art & Design
5056,https://medium.com/datadriveninvestor/the-workforce-impact-of-ai-in-government-67e21bbf78b6,The Workforce Impact of AI in Government,,5056.jpg,49,0,3,Data Driven Investor,2019-03-11,Technology & Software Development
5057,https://medium.com/datadriveninvestor/digit-recognition-a04de96b3407,Digit Recognition,Imagine a normal day in class writing notes from a lecture your teacher is giving…,5057.jpeg,150,0,5,Data Driven Investor,2019-03-11,Education & Academia
5058,https://medium.com/datadriveninvestor/an-introduction-to-machine-learning-the-basics-to-get-you-started-76652fcb5d2e,An Introduction to Machine Learning — The basics to get you started,,5058.png,55,0,6,Data Driven Investor,2019-03-11,Technology & Software Development
5059,https://medium.com/datadriveninvestor/financial-markets-look-ahead-week-of-march-11-2019-4f83a067dd8,"Financial Markets Look Ahead: Week of March 11, 2019",,5059.png,36,1,5,Data Driven Investor,2019-03-11,Business & Entrepreneurship
5060,https://medium.com/datadriveninvestor/latest-exclusive-report-on-smart-ticketing-market-2019-2026-c9a76c63ee1b,"<strong class=""markup--strong markup--h3-strong"">Latest Exclusive Report on Smart Ticketing Market 2019–2026</strong>",,5060.jpeg,51,0,3,Data Driven Investor,2019-03-11,Business & Entrepreneurship
5061,https://medium.com/datadriveninvestor/the-difference-between-3d-modeling-and-3d-scanning-c0a88e707c86,The Difference Between 3D Modeling and 3D Scanning,,5061.jpeg,0,0,4,Data Driven Investor,2019-03-11,Analytics & Data
5062,https://medium.com/datadriveninvestor/facts-before-fiction-setting-up-ai-for-marketing-success-d78828d8eed8,"<strong class=""markup--strong markup--h3-strong"">Facts before fiction: Setting up AI for Marketing Success</strong>",,5062.png,25,1,7,Data Driven Investor,2019-03-11,Technology & Software Development
